words,left,top,width,height,page,center_x,center_y,prop_height,prop_width,word_key,sentence_id,sentence
in,422,180,40,25,0,442.0,192.5,0.0173370319001386,0.0210526315789473,3c4ec78a-26f9-432f-bc99-392152872c50,prisoners_dilemma_0,"The prisoner's dilemma is a standard example of a game analyzed in game theory that shows why two completely ""rational"" individuals might not cooperate, even if it appears that it is in their best interests to do so."
their,487,180,104,25,0,539.0,192.5,0.0173370319001386,0.0547368421052631,3237b6a5-8444-4a73-9112-f313fcac6ced,prisoners_dilemma_0,"The prisoner's dilemma is a standard example of a game analyzed in game theory that shows why two completely ""rational"" individuals might not cooperate, even if it appears that it is in their best interests to do so."
best,616,181,86,24,0,659.0,193.0,0.0166435506241331,0.0452631578947368,8ecdfaac-29a8-4577-a98d-a07d88c5517a,prisoners_dilemma_0,"The prisoner's dilemma is a standard example of a game analyzed in game theory that shows why two completely ""rational"" individuals might not cooperate, even if it appears that it is in their best interests to do so."
interests,730,180,192,25,0,826.0,192.5,0.0173370319001386,0.1010526315789473,f6f54087-b34c-4d20-951e-1f54e1dd72a4,prisoners_dilemma_0,"The prisoner's dilemma is a standard example of a game analyzed in game theory that shows why two completely ""rational"" individuals might not cooperate, even if it appears that it is in their best interests to do so."
to,949,184,39,21,0,968.5,194.5,0.0145631067961165,0.0205263157894736,096f740e-3010-402b-861e-e87f5d74aa68,prisoners_dilemma_0,"The prisoner's dilemma is a standard example of a game analyzed in game theory that shows why two completely ""rational"" individuals might not cooperate, even if it appears that it is in their best interests to do so."
do,1013,181,41,24,0,1033.5,193.0,0.0166435506241331,0.021578947368421,3bdeba4a-0ecd-4e1e-9c87-eaa376079123,prisoners_dilemma_0,"The prisoner's dilemma is a standard example of a game analyzed in game theory that shows why two completely ""rational"" individuals might not cooperate, even if it appears that it is in their best interests to do so."
so.,1081,187,55,18,0,1108.5,196.0,0.0124826629680998,0.0289473684210526,63691122-40af-48d9-858d-9468d1d5baae,prisoners_dilemma_0,"The prisoner's dilemma is a standard example of a game analyzed in game theory that shows why two completely ""rational"" individuals might not cooperate, even if it appears that it is in their best interests to do so."
It,1169,184,39,21,0,1188.5,194.5,0.0145631067961165,0.0205263157894736,4545bdb7-7054-4a52-94db-25b0caa6f03a,prisoners_dilemma_1,It was originally framed by Merrill Flood and Melvin Dresher working at RAND in 1950.
was,1232,187,64,18,0,1264.0,196.0,0.0124826629680998,0.0336842105263157,c724d7f0-bd87-4f9b-89a1-782e227f73a1,prisoners_dilemma_1,It was originally framed by Merrill Flood and Melvin Dresher working at RAND in 1950.
originally,1322,180,217,31,0,1430.5,195.5,0.0214979195561719,0.1142105263157894,698fe350-9887-4e4c-b85f-c5f6fbe2bf6d,prisoners_dilemma_1,It was originally framed by Merrill Flood and Melvin Dresher working at RAND in 1950.
framed,1565,181,129,24,0,1629.5,193.0,0.0166435506241331,0.0678947368421052,2994df32-4ead-4850-ab1d-1c4c981f49ca,prisoners_dilemma_1,It was originally framed by Merrill Flood and Melvin Dresher working at RAND in 1950.
by,1716,181,43,29,0,1737.5,195.5,0.0201109570041608,0.0226315789473684,8e544701-8586-4161-8061-1dfd053d6a07,prisoners_dilemma_1,It was originally framed by Merrill Flood and Melvin Dresher working at RAND in 1950.
Merrill,0,270,151,25,0,75.5,282.5,0.0173370319001386,0.0794736842105263,3e169c1c-161c-49b4-8e97-4c8361391753,prisoners_dilemma_1,It was originally framed by Merrill Flood and Melvin Dresher working at RAND in 1950.
Flood,178,271,108,24,0,232.0,283.0,0.0166435506241331,0.0568421052631578,de271dc5-010b-433e-a0b4-1e35bb04f95e,prisoners_dilemma_1,It was originally framed by Merrill Flood and Melvin Dresher working at RAND in 1950.
and,310,271,64,24,0,342.0,283.0,0.0166435506241331,0.0336842105263157,f1a96439-39fa-4190-9567-ce5eb03fa6de,prisoners_dilemma_1,It was originally framed by Merrill Flood and Melvin Dresher working at RAND in 1950.
Melvin,396,270,132,25,0,462.0,282.5,0.0173370319001386,0.0694736842105263,91e094f7-aa22-4ef6-96fd-1955231a227c,prisoners_dilemma_1,It was originally framed by Merrill Flood and Melvin Dresher working at RAND in 1950.
Dresher,551,271,150,24,0,626.0,283.0,0.0166435506241331,0.0789473684210526,331dd40a-d914-4c9d-9829-d81356af72d5,prisoners_dilemma_1,It was originally framed by Merrill Flood and Melvin Dresher working at RAND in 1950.
working,726,270,154,31,0,803.0,285.5,0.0214979195561719,0.0810526315789473,e42fe95c-69f0-462a-b6fb-edec2dd11071,prisoners_dilemma_1,It was originally framed by Merrill Flood and Melvin Dresher working at RAND in 1950.
at,904,274,40,21,0,924.0,284.5,0.0145631067961165,0.0210526315789473,42c56d35-a2c2-4bd2-b08c-6b4d221f9cef,prisoners_dilemma_1,It was originally framed by Merrill Flood and Melvin Dresher working at RAND in 1950.
RAND,969,274,86,21,0,1012.0,284.5,0.0145631067961165,0.0452631578947368,b3f734f8-4c33-4ea0-9d12-40349f961889,prisoners_dilemma_1,It was originally framed by Merrill Flood and Melvin Dresher working at RAND in 1950.
in,1082,270,40,25,0,1102.0,282.5,0.0173370319001386,0.0210526315789473,930e7d26-c145-4d61-a9d3-e30cb6549049,prisoners_dilemma_1,It was originally framed by Merrill Flood and Melvin Dresher working at RAND in 1950.
1950.,1147,274,99,21,0,1196.5,284.5,0.0145631067961165,0.0521052631578947,7a13d50c-4e61-4581-92ea-78ef9f4228d3,prisoners_dilemma_1,It was originally framed by Merrill Flood and Melvin Dresher working at RAND in 1950.
Albert,1276,271,130,24,0,1341.0,283.0,0.0166435506241331,0.0684210526315789,2a100a23-db93-4fe7-9cbf-2e4159b8b273,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
W.,1430,274,36,21,0,1448.0,284.5,0.0145631067961165,0.0189473684210526,0739187a-cb57-4c82-ac6a-086b2152887a,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
Tucker,1498,271,127,24,0,1561.5,283.0,0.0166435506241331,0.0668421052631579,ae93fa95-eee8-4fef-9366-b7eb308870a1,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
formalized,1653,270,217,25,0,1761.5,282.5,0.0173370319001386,0.1142105263157894,7acd0238-9591-4dcc-a039-34d86d349734,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
the,3,361,61,24,0,33.5,373.0,0.0166435506241331,0.0321052631578947,2dd34ed9-0ef3-40de-bbf6-d5591fbca7fa,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
game,90,368,84,23,0,132.0,379.5,0.0159500693481276,0.0442105263157894,35d22ac0-e56a-4bb0-9c0c-42a91a5b25df,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
with,198,360,88,25,0,242.0,372.5,0.0173370319001386,0.0463157894736842,494fc26f-10f9-4ffa-a733-62b15247e68d,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
prison,308,360,132,31,0,374.0,375.5,0.0214979195561719,0.0694736842105263,79cdde83-7941-44b7-b3c1-ce61d6c8e28f,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
sentence,465,364,171,21,0,550.5,374.5,0.0145631067961165,0.09,cdb30155-531d-40ed-96b3-6f36188720f7,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
rewards,662,361,150,24,0,737.0,373.0,0.0166435506241331,0.0789473684210526,ec5c3326-f94d-4a40-b3a2-412eaa90c839,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
and,838,361,64,24,0,870.0,373.0,0.0166435506241331,0.0336842105263157,365c4e5f-7a0b-4738-8c20-801ddf94c4e3,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
named,925,361,109,24,0,979.5,373.0,0.0166435506241331,0.0573684210526315,ff5296e6-361d-40c0-8dde-a832d5f2f9b6,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
"it,",1060,360,54,29,0,1087.0,374.5,0.0201109570041608,0.0284210526315789,d39b8668-248d-4baf-ad99-7d95f3593761,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
"""prisoner's",1149,360,235,31,0,1266.5,375.5,0.0214979195561719,0.1236842105263157,92cb3595-7ec7-410f-bd4f-8142db7db33f,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
"dilemma"",",1409,360,189,29,0,1503.5,374.5,0.0201109570041608,0.0994736842105263,438b7f25-7ba8-431a-a952-232276b77453,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
presenting,1628,360,220,31,0,1738.0,375.5,0.0214979195561719,0.1157894736842105,674c12c2-c08d-424a-b562-fc0cd83bd1be,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
it,4,450,38,25,0,23.0,462.5,0.0173370319001386,0.02,e76be519-83c4-44b1-ae9f-f5ca0dfa9b00,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
as,68,457,40,18,0,88.0,466.0,0.0124826629680998,0.0210526315789473,e0eec76d-741e-4ac6-87f2-9530bfbe6299,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
follows:,135,451,165,24,0,217.5,463.0,0.0166435506241331,0.0868421052631579,de8e8068-d91e-4463-8c26-8f2180d04d5f,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
two,333,454,61,21,0,363.5,464.5,0.0145631067961165,0.0321052631578947,db9523ca-d600-4b43-b019-fbff2bcd1058,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
members,418,451,152,24,0,494.0,463.0,0.0166435506241331,0.08,6a1a6d58-9fa6-4740-b772-6fd92251b217,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
of,596,452,39,23,0,615.5,463.5,0.0159500693481276,0.0205263157894736,d2125c49-d39b-4103-a857-bb4002de6aad,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
a,662,458,19,17,0,671.5,466.5,0.0117891816920943,0.01,d16fcefd-babc-40c8-8ea0-e124bb7be99e,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
criminal,706,450,171,25,0,791.5,462.5,0.0173370319001386,0.09,5ddfe303-1776-44a9-b8b7-3b66360f15fa,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
gang,904,458,86,23,0,947.0,469.5,0.0159500693481276,0.0452631578947368,60b601c8-a70b-4dc1-932c-99ab055dc39d,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
are,1014,458,62,17,0,1045.0,466.5,0.0117891816920943,0.0326315789473684,8a8d3f6e-9129-4ecf-858e-df510703a160,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
arrested,1102,451,174,24,0,1189.0,463.0,0.0166435506241331,0.091578947368421,00f931fb-d691-4cdc-b0c1-330248cb7d23,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
and,1300,451,64,24,0,1332.0,463.0,0.0166435506241331,0.0336842105263157,3550525f-8d7b-44cb-bfd1-cc4e053704cc,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
imprisoned.,1390,450,230,31,0,1505.0,465.5,0.0214979195561719,0.1210526315789473,00ff123f-1ee0-48fc-9723-794d0ad7ab20,prisoners_dilemma_2,"Albert W. Tucker formalized the game with prison sentence rewards and named it, ""prisoner's dilemma"", presenting it as follows: two members of a criminal gang are arrested and imprisoned."
Each,1652,451,86,24,0,1695.0,463.0,0.0166435506241331,0.0452631578947368,bb5cf0e7-1c48-4e84-88da-51bf7d821b7c,prisoners_dilemma_3,Each prisoner is in solitary confinement with no means of communicating with the other.
prisoner,0,540,173,31,0,86.5,555.5,0.0214979195561719,0.0910526315789473,82c02a87-9014-409c-ab0b-9dbae9e1805c,prisoners_dilemma_3,Each prisoner is in solitary confinement with no means of communicating with the other.
is,202,540,38,25,0,221.0,552.5,0.0173370319001386,0.02,db9eb495-71c4-4570-a16b-5fa3ed6d4278,prisoners_dilemma_3,Each prisoner is in solitary confinement with no means of communicating with the other.
in,268,540,40,25,0,288.0,552.5,0.0173370319001386,0.0210526315789473,d4eaafe6-7e78-4cfb-bab5-c9e66952297d,prisoners_dilemma_3,Each prisoner is in solitary confinement with no means of communicating with the other.
solitary,333,540,172,30,0,419.0,555.0,0.0208044382801664,0.0905263157894736,1749993e-3f7f-4589-a66c-8f1c90ebbf1b,prisoners_dilemma_3,Each prisoner is in solitary confinement with no means of communicating with the other.
confinement,530,540,238,25,0,649.0,552.5,0.0173370319001386,0.1252631578947368,5422d7dd-ea0d-489f-86ac-f3501befe594,prisoners_dilemma_3,Each prisoner is in solitary confinement with no means of communicating with the other.
with,792,540,88,25,0,836.0,552.5,0.0173370319001386,0.0463157894736842,ea768ff4-5215-4b7f-a72a-fa58ee075c91,prisoners_dilemma_3,Each prisoner is in solitary confinement with no means of communicating with the other.
no,903,548,41,17,0,923.5,556.5,0.0117891816920943,0.021578947368421,3ba1976c-8cdd-481d-88ee-3f37d78a6c78,prisoners_dilemma_3,Each prisoner is in solitary confinement with no means of communicating with the other.
means,968,547,108,18,0,1022.0,556.0,0.0124826629680998,0.0568421052631578,a2403e0a-d8e9-41da-b4e8-cda4f4920830,prisoners_dilemma_3,Each prisoner is in solitary confinement with no means of communicating with the other.
of,1102,542,39,23,0,1121.5,553.5,0.0159500693481276,0.0205263157894736,b506be15-ab36-4238-a5d8-87d59c8b7117,prisoners_dilemma_3,Each prisoner is in solitary confinement with no means of communicating with the other.
communicating,1168,540,284,31,0,1310.0,555.5,0.0214979195561719,0.1494736842105263,2b315959-3ebb-4f9b-9ebc-fdd4e95cff0b,prisoners_dilemma_3,Each prisoner is in solitary confinement with no means of communicating with the other.
with,1474,540,88,25,0,1518.0,552.5,0.0173370319001386,0.0463157894736842,ca64f4df-6ac8-4dcc-a301-ac273e864918,prisoners_dilemma_3,Each prisoner is in solitary confinement with no means of communicating with the other.
the,1587,541,61,24,0,1617.5,553.0,0.0166435506241331,0.0321052631578947,823067a7-0dd8-4b22-8959-ddf9334414fc,prisoners_dilemma_3,Each prisoner is in solitary confinement with no means of communicating with the other.
other.,1674,541,122,24,0,1735.0,553.0,0.0166435506241331,0.0642105263157894,6df0830c-73a5-4bfc-8b72-b3b55ef829a5,prisoners_dilemma_3,Each prisoner is in solitary confinement with no means of communicating with the other.
The,1828,541,62,24,0,1859.0,553.0,0.0166435506241331,0.0326315789473684,e5c8e4f5-62b7-4d73-9660-4f05b502df4e,prisoners_dilemma_4,The prosecutors lack sufficient evidence to convict the pair on the principal charge.
prosecutors,0,634,240,27,0,120.0,647.5,0.0187239944521497,0.1263157894736842,0c3ae6d3-ea35-4776-a841-02e6e7325399,prisoners_dilemma_4,The prosecutors lack sufficient evidence to convict the pair on the principal charge.
lack,267,631,84,24,0,309.0,643.0,0.0166435506241331,0.0442105263157894,e5fd5244-6a14-4882-ac8d-acdeef782037,prisoners_dilemma_4,The prosecutors lack sufficient evidence to convict the pair on the principal charge.
sufficient,377,630,215,25,0,484.5,642.5,0.0173370319001386,0.1131578947368421,de402961-fe51-4ddf-808e-f5982cbdb7f2,prisoners_dilemma_4,The prosecutors lack sufficient evidence to convict the pair on the principal charge.
evidence,618,630,172,25,0,704.0,642.5,0.0173370319001386,0.0905263157894736,74cb9101-952e-4312-9886-db1e0a5b1399,prisoners_dilemma_4,The prosecutors lack sufficient evidence to convict the pair on the principal charge.
to,817,634,39,21,0,836.5,644.5,0.0145631067961165,0.0205263157894736,e7eefd14-e400-4ef7-9ce1-fd845a0bc59c,prisoners_dilemma_4,The prosecutors lack sufficient evidence to convict the pair on the principal charge.
convict,882,630,150,25,0,957.0,642.5,0.0173370319001386,0.0789473684210526,aa712e5a-fcc2-4ba0-a72a-25f16ed40b59,prisoners_dilemma_4,The prosecutors lack sufficient evidence to convict the pair on the principal charge.
the,1059,631,61,24,0,1089.5,643.0,0.0166435506241331,0.0321052631578947,905c6636-8f22-4c15-a570-cb6afa6b0672,prisoners_dilemma_4,The prosecutors lack sufficient evidence to convict the pair on the principal charge.
