words,left,top,width,height,page,center_x,center_y,prop_height,prop_width,word_key
astronomer,2,274,215,21,5,109.5,284.5,0.0145631067961165,0.1131578947368421,7e47c962-6b7d-4b4a-8308-595775596ca8
suggested,245,271,195,30,5,342.5,286.0,0.0208044382801664,0.1026315789473684,96100f0d-3881-423e-ac72-ba6c49e416bf
a,464,278,19,17,5,473.5,286.5,0.0117891816920943,0.01,9ec14ce5-ca73-4147-9fd4-d3206c980173
translation,509,270,239,25,5,628.5,282.5,0.0173370319001386,0.1257894736842105,74f46c77-017f-46b3-984e-eba860d66913
meaning,770,270,154,31,5,847.0,285.5,0.0214979195561719,0.0810526315789473,6a4fb5a6-7a88-4a5b-8673-99c0b595f4b1
"""Star",951,273,102,22,5,1002.0,284.0,0.015256588072122,0.0536842105263157,b9abfa2a-5f05-4a57-b7da-2bd0a71c9216
of,1080,272,39,23,5,1099.5,283.5,0.0159500693481276,0.0205263157894736,8973bee1-222b-45a0-9662-8a03eb69543b
the,1147,271,61,24,5,1177.5,283.0,0.0166435506241331,0.0321052631578947,61e9d4f7-a30b-4361-b436-ffff564a06fa
King,1233,270,87,31,5,1276.5,285.5,0.0214979195561719,0.0457894736842105,7691cef7-9477-44a5-8799-6210ed1fa76b
(God),1352,271,90,27,5,1397.0,284.5,0.0187239944521497,0.0473684210526315,1ec13bdd-afe5-4c13-b426-bd40371566bb
of,1476,272,39,23,5,1495.5,283.5,0.0159500693481276,0.0205263157894736,8811eb5f-a8f5-42ed-ac92-e239bdb15ada
the,1543,271,61,24,5,1573.5,283.0,0.0166435506241331,0.0321052631578947,6fe27322-b3b1-4446-9ff8-2151eef5b7de
"Underworld"",",1628,271,256,28,5,1756.0,285.0,0.0194174757281553,0.1347368421052631,f7511b56-22da-48ce-b3e3-0ffe5c520694
and,2,361,64,24,5,34.0,373.0,0.0166435506241331,0.0336842105263157,379122ae-5759-490a-96a9-a968d190643d
this,91,360,83,25,5,132.5,372.5,0.0173370319001386,0.0436842105263157,ff9738fc-7367-4821-93bd-7ea387828a50
was,198,367,64,18,5,230.0,376.0,0.0124826629680998,0.0336842105263157,dbfcadf1-6972-4c80-8546-0e65b31e097b
borrowed,286,361,176,24,5,374.0,373.0,0.0166435506241331,0.0926315789473684,12c2feb6-6b5a-479f-8d0f-f07b8eb9e911
into,488,360,82,25,5,529.0,372.5,0.0173370319001386,0.0431578947368421,292cc909-5b9b-4585-9b1d-2b481b2d6f5f
"Chinese,",596,360,166,29,5,679.0,374.5,0.0201109570041608,0.0873684210526315,88d8fc0d-cf1f-4f82-a912-ab59adc5cbf6
"Korean,",793,364,145,25,5,865.5,376.5,0.0173370319001386,0.0763157894736842,021b6502-128e-49dd-8b08-e4f3f104ba0a
and,970,361,64,24,5,1002.0,373.0,0.0166435506241331,0.0336842105263157,1168577c-def4-4662-8891-bfba040a8497
Vietnamese.,1056,360,234,25,5,1173.0,372.5,0.0173370319001386,0.1231578947368421,27bf5d6d-ca09-4ada-8b75-ca2bb1bc16a2
Some,1322,363,84,22,5,1364.0,374.0,0.015256588072122,0.0442105263157894,0a2489ae-9ab0-4295-bf79-a76ed941a76d
Indian,1433,360,129,25,5,1497.5,372.5,0.0173370319001386,0.0678947368421052,07b8374c-7073-4754-bc65-5410fbe85728
languages,1587,361,193,30,5,1683.5,376.0,0.0208044382801664,0.101578947368421,9f82192a-b0e3-4d76-a992-94f7d7172a8c
use,1805,367,63,18,5,1836.5,376.0,0.0124826629680998,0.0331578947368421,69ebc3c6-0b83-4746-acb3-86a5d0310979
the,3,451,61,24,5,33.5,463.0,0.0166435506241331,0.0321052631578947,15acb0bf-f788-43bf-bf19-fa917a03e2ca
name,89,458,85,17,5,131.5,466.5,0.0117891816920943,0.0447368421052631,fcd32434-3cae-4b99-bd36-33ff357e9f08
"Pluto,",200,451,122,28,5,261.0,465.0,0.0194174757281553,0.0642105263157894,e4c65535-2b94-426a-ad23-1fcac33a1ed3
but,352,451,64,24,5,384.0,463.0,0.0166435506241331,0.0336842105263157,8e543901-3c77-4a1b-b044-45ae6e769988
"others,",442,451,144,28,5,514.0,465.0,0.0194174757281553,0.0757894736842105,ea2c67da-7668-451f-9cc5-8193b83c0379
such,619,451,85,24,5,661.5,463.0,0.0166435506241331,0.0447368421052631,1b04122a-e335-4064-8d7a-29243accd685
as,728,457,40,18,5,748.0,466.0,0.0124826629680998,0.0210526315789473,3d94815c-32c5-45e4-ac1b-4d9003ad1d46
"Hindi,",793,450,123,29,5,854.5,464.5,0.0201109570041608,0.0647368421052631,b1ef8546-6541-4ef6-b0e1-aecad33afee1
use,947,457,63,18,5,978.5,466.0,0.0124826629680998,0.0331578947368421,99ea89e4-f0a8-4f2e-b7bd-573532710238
the,1037,451,61,24,5,1067.5,463.0,0.0166435506241331,0.0321052631578947,7856d0b4-98f3-415c-98ac-065e3a531732
name,1123,458,85,17,5,1165.5,466.5,0.0117891816920943,0.0447368421052631,8715e2e3-fa49-47c1-9dd8-2ac07881c370
of,1234,452,39,23,5,1253.5,463.5,0.0159500693481276,0.0205263157894736,14469cff-396a-48b9-b188-b1514fc9f11e
the,1301,451,61,24,5,1331.5,463.0,0.0166435506241331,0.0321052631578947,babae394-3231-49d0-afe0-89739fbc3ef9
Guardian,1387,450,175,25,5,1474.5,462.5,0.0173370319001386,0.0921052631578947,cef08771-bba2-47e1-a8ce-4b523f3b2ab7
of,1586,452,39,23,5,1605.5,463.5,0.0159500693481276,0.0205263157894736,de53aeec-c597-4bfe-abca-b5bd1a4e08e2
Hell,1651,451,84,24,5,1693.0,463.0,0.0166435506241331,0.0442105263157894,15f75086-e943-4342-adf3-06574e1f292d
in,1764,450,40,25,5,1784.0,462.5,0.0173370319001386,0.0210526315789473,94da0263-2754-4826-bb95-18d29d339b4b
Hindu,1,540,109,25,5,55.5,552.5,0.0173370319001386,0.0573684210526315,aabcea1c-6683-4aa7-a3ec-d54385cde702
and,134,541,64,24,5,166.0,553.0,0.0166435506241331,0.0336842105263157,bcb8afe6-d09e-4ac5-85a9-734bdd4678c9
Buddhist,221,540,173,25,5,307.5,552.5,0.0173370319001386,0.0910526315789473,661e23a3-ae30-4b5d-9c1d-08e4351e31e4
mythology.,418,541,212,30,5,524.0,556.0,0.0208044382801664,0.111578947368421,843ae215-6c32-44a9-821b-f55057be28d6
Polynesian,662,540,218,30,5,771.0,555.0,0.0208044382801664,0.1147368421052631,9433af5b-cf94-49e9-9280-cf654f6fa575
languages,905,541,193,30,5,1001.5,556.0,0.0208044382801664,0.101578947368421,4a2fca9e-c5d1-461a-8ab8-a58347256098
also,1124,541,84,24,5,1166.0,553.0,0.0166435506241331,0.0442105263157894,4bc22769-4d2d-44a1-b5e1-1124b58bfe09
tend,1235,541,85,24,5,1277.5,553.0,0.0166435506241331,0.0447368421052631,c24faeee-cc08-4e52-bf26-af8e40f2bf02
to,1345,544,39,21,5,1364.5,554.5,0.0145631067961165,0.0205263157894736,ed75a8de-7604-489e-ab85-7705d337ee78
use,1409,547,63,18,5,1440.5,556.0,0.0124826629680998,0.0331578947368421,4c38db37-0c9c-45f2-b27f-811ea00c5588
the,1499,541,61,24,5,1529.5,553.0,0.0166435506241331,0.0321052631578947,5fa6255e-67a5-4b5c-825e-f58b0c28a984
name,1585,548,85,17,5,1627.5,556.5,0.0117891816920943,0.0447368421052631,62f67f42-3372-4797-ab30-733d86a3b02e
of,1696,542,39,23,5,1715.5,553.5,0.0159500693481276,0.0205263157894736,0f7b7349-488c-46f3-b9a9-63c5147253d3
their,1763,540,104,25,5,1815.0,552.5,0.0173370319001386,0.0547368421052631,927fac59-b1a7-4f0a-b3e3-ceadd3e0086d
indigenous,4,630,214,31,5,111.0,645.5,0.0214979195561719,0.1126315789473684,a8704161-2efd-4cea-80f2-9f3e18af4131
god,244,631,64,30,5,276.0,646.0,0.0208044382801664,0.0336842105263157,2148622c-184a-4959-bb8f-e7a68ff66e09
of,332,632,39,23,5,351.5,643.5,0.0159500693481276,0.0205263157894736,b6b47cb9-391a-4df7-be6d-5ad631755b4a
the,399,631,61,24,5,429.5,643.0,0.0166435506241331,0.0321052631578947,7b4e10c5-5fb1-4338-9376-1306273b2597
underworld.,485,631,233,24,5,601.5,643.0,0.0166435506241331,0.1226315789473684,586902fa-c755-4ab6-bd46-30fdb23a3c4f
Once,67,725,85,21,5,109.5,735.5,0.0145631067961165,0.0447368421052631,a2891c07-4124-41ae-9770-557d3fe63b6a
"found,",179,722,121,28,5,239.5,736.0,0.0194174757281553,0.0636842105263157,58ad1e4d-2e62-4942-abd5-7bdaedc75e32
Pluto's,332,722,150,24,5,407.0,734.0,0.0166435506241331,0.0789473684210526,5e56e13d-b4f6-4e9a-8b09-7c0745f830ea
faintness,509,721,193,25,5,605.5,733.5,0.0173370319001386,0.101578947368421,d2efae9c-90f2-4790-af1a-5816f26d4061
and,728,722,64,24,5,760.0,734.0,0.0166435506241331,0.0336842105263157,2c300b3a-f7f9-48b8-a9b8-8447ac600a35
lack,817,722,84,24,5,859.0,734.0,0.0166435506241331,0.0442105263157894,2a183d7e-4109-4297-a62c-352d568ae9f6
of,926,723,39,23,5,945.5,734.5,0.0159500693481276,0.0205263157894736,971d9a98-b60a-4ede-92f7-3db6a28c8d3f
a,992,729,19,17,5,1001.5,737.5,0.0117891816920943,0.01,4c087ffb-ee87-4e83-85d9-b46c1207e06c
resolvable,1036,722,216,24,5,1144.0,734.0,0.0166435506241331,0.1136842105263157,c2d66c1d-0435-4d3f-a0b0-4e3515f73720
disc,1277,721,85,25,5,1319.5,733.5,0.0173370319001386,0.0447368421052631,4d771462-555f-4e51-ba15-12443facb9ac
cast,1388,725,84,21,5,1430.0,735.5,0.0145631067961165,0.0442105263157894,3718f5ad-0fef-4305-a3ba-2409090e0519
doubt,1497,722,107,24,5,1550.5,734.0,0.0166435506241331,0.0563157894736842,deb96893-0229-4ab6-a106-510ad5615570
on,1630,729,42,17,5,1651.0,737.5,0.0117891816920943,0.0221052631578947,6d128343-1d10-4923-9254-3ce02c448e4f
the,1697,722,61,24,5,1727.5,734.0,0.0166435506241331,0.0321052631578947,dc74690c-2695-4d96-b865-6aca445a3aca
idea,1786,721,83,25,5,1827.5,733.5,0.0173370319001386,0.0436842105263157,5097c9e8-b00c-4bcd-9c75-e98d200f4a38
that,3,812,83,24,5,44.5,824.0,0.0166435506241331,0.0436842105263157,0194966f-b4e5-4835-89b6-243886a91145
it,114,811,38,25,5,133.0,823.5,0.0173370319001386,0.02,7c26cdca-5ed7-4c42-81c5-40655f25c9f7
was,176,818,64,18,5,208.0,827.0,0.0124826629680998,0.0336842105263157,414d8031-ca7b-495b-a2a5-917c0adb3803
Lowell's,266,812,172,24,5,352.0,824.0,0.0166435506241331,0.0905263157894736,f579acae-0cb1-4675-b3e5-59ab2ba0a712
Planet,464,812,128,24,5,528.0,824.0,0.0166435506241331,0.0673684210526315,328d35a2-9414-4a59-b3a6-307383c994b3
X.,617,815,35,21,5,634.5,825.5,0.0145631067961165,0.0184210526315789,b12b6a99-a6c8-4e78-b656-017573dc7341
Estimates,684,811,194,25,5,781.0,823.5,0.0173370319001386,0.1021052631578947,32da7fe1-e966-4ec9-be17-314ae06ef366
of,904,813,39,23,5,923.5,824.5,0.0159500693481276,0.0205263157894736,a21d7ae4-67f3-49c9-914d-fba26fd59ba3
Pluto's,970,812,150,24,5,1045.0,824.0,0.0166435506241331,0.0789473684210526,57263c34-fff7-4eff-94e5-38ef8ad32e07
mass,1144,818,86,18,5,1187.0,827.0,0.0124826629680998,0.0452631578947368,47ecfa4e-4668-4fce-a014-f1a7342b0ae6
were,1254,819,86,17,5,1297.0,827.5,0.0117891816920943,0.0452631578947368,5ed1e00f-fcf1-466b-ad99-d961506f33ae
revised,1366,811,152,25,5,1442.0,823.5,0.0173370319001386,0.08,efd6b99d-a179-44c7-8264-56d54a5f706c
downward,1541,812,175,24,5,1628.5,824.0,0.0166435506241331,0.0921052631578947,4b62540c-43c2-4828-96e3-a980a65a1cca
throughout,3,902,215,30,5,110.5,917.0,0.0208044382801664,0.1131578947368421,acea6526-d57e-4626-983c-2f7f057e39fb
the,245,902,61,24,5,275.5,914.0,0.0166435506241331,0.0321052631578947,4fdaffad-cc48-4de6-b2f9-1abac825b346
20th,332,902,86,24,5,375.0,914.0,0.0166435506241331,0.0452631578947368,295d2fa8-fcb2-465d-8b6b-8e95735ac7b4
century.,442,905,166,26,5,525.0,918.0,0.0180305131761442,0.0873684210526315,7d33a422-26a8-47c7-86e2-207321f5ff32
Astronomers,638,905,240,21,5,758.0,915.5,0.0145631067961165,0.1263157894736842,0861dbf0-8f1c-4cd5-840a-92964fe49478
initially,906,901,193,30,5,1002.5,916.0,0.0208044382801664,0.101578947368421,b381b806-a835-4882-95ba-66f97be2ef54
calculated,1124,902,218,24,5,1233.0,914.0,0.0166435506241331,0.1147368421052631,b5d3218a-115e-4381-92a5-ad82c201aab3
its,1368,901,60,25,5,1398.0,913.5,0.0173370319001386,0.031578947368421,132efee3-c6cd-489d-a184-9585ad7fee95
mass,1452,908,86,18,5,1495.0,917.0,0.0124826629680998,0.0452631578947368,29fec11a-2cfb-4621-8df3-84bc7079f8c9
based,1562,902,110,24,5,1617.0,914.0,0.0166435506241331,0.0578947368421052,28059365-a8bf-4134-9c8d-93b5d46f90fb
on,1696,909,42,17,5,1717.0,917.5,0.0117891816920943,0.0221052631578947,b58a7234-d8cd-41ca-9c05-7be24e0d81fe
its,1764,901,60,25,5,1794.0,913.5,0.0173370319001386,0.031578947368421,125bf737-af34-4155-aab9-ec93b2d4bfe6
presumed,0,992,176,30,5,88.0,1007.0,0.0208044382801664,0.0926315789473684,4d71849c-d0c1-4e9b-8251-2b8557163897
effect,200,993,128,23,5,264.0,1004.5,0.0159500693481276,0.0673684210526315,cd96c263-0161-469a-9d4b-3e55e477bfae
on,354,999,42,17,5,375.0,1007.5,0.0117891816920943,0.0221052631578947,6b3ec526-859f-40c8-957c-18602dc2dcb4
Neptune,418,995,152,27,5,494.0,1008.5,0.0187239944521497,0.08,e9b8c1ea-1b08-4bc2-9c03-33e56ed8a753
and,596,992,64,24,5,628.0,1004.0,0.0166435506241331,0.0336842105263157,3e7e0f41-ff85-4e53-aad1-4c1cf05787db
Uranus.,682,995,146,21,5,755.0,1005.5,0.0145631067961165,0.0768421052631578,0cf3e99e-fba2-4815-8130-6a1f222f96d2
In,861,995,41,21,5,881.5,1005.5,0.0145631067961165,0.021578947368421,6cb5d517-ec28-4fc5-89b5-80ccd82f1f95
"1931,",927,995,99,25,5,976.5,1007.5,0.0173370319001386,0.0521052631578947,268f0e53-099e-4118-9ade-9c037dd2d0f2
Pluto,1058,992,106,24,5,1111.0,1004.0,0.0166435506241331,0.0557894736842105,f5009e34-d9c2-4d57-b158-7c67954addac
was,1188,998,64,18,5,1220.0,1007.0,0.0124826629680998,0.0336842105263157,f595d7f6-b752-4a8f-91d2-87f9908d0f41
calculated,1278,992,218,24,5,1387.0,1004.0,0.0166435506241331,0.1147368421052631,87c34f8c-2208-48b7-8e96-d678ec5288d4
to,1521,995,39,21,5,1540.5,1005.5,0.0145631067961165,0.0205263157894736,47499849-7f27-480f-92ba-1721a65796b9
be,1584,992,42,24,5,1605.0,1004.0,0.0166435506241331,0.0221052631578947,b098f612-8bbc-446c-af21-bc3a36134439
roughly,1652,992,151,30,5,1727.5,1007.0,0.0208044382801664,0.0794736842105263,f0434f15-3bc0-4f65-9d18-d9eb53079df1
the,1829,992,61,24,5,1859.5,1004.0,0.0166435506241331,0.0321052631578947,5c5f7b20-35be-4f1f-bfa7-3b89c505e3fb
mass,0,1088,86,18,5,43.0,1097.0,0.0124826629680998,0.0452631578947368,5259c749-57fb-42ab-8dba-48174f5ed252
of,112,1083,39,23,5,131.5,1094.5,0.0159500693481276,0.0205263157894736,9809f295-dbdd-4f0a-9dc1-1dad201c8834
Earth,178,1082,108,24,5,232.0,1094.0,0.0166435506241331,0.0568421052631578,e7a96837-d586-436f-9e0f-c4e9d68914d7
with,308,1081,88,25,5,352.0,1093.5,0.0173370319001386,0.0463157894736842,73afb1e0-1c0e-458e-8d11-960c65a23000
further,421,1082,148,24,5,495.0,1094.0,0.0166435506241331,0.0778947368421052,afa73f61-c364-4d1e-a747-7d97b8f2b34a
calculations,596,1081,260,25,5,726.0,1093.5,0.0173370319001386,0.1368421052631579,986dbec4-ae79-4392-9933-21f1694e7439
in,884,1081,40,25,5,904.0,1093.5,0.0173370319001386,0.0210526315789473,4a312f93-61a4-4b04-957e-08e637f4f056
1948,949,1085,82,21,5,990.0,1095.5,0.0145631067961165,0.0431578947368421,f2b2bcab-38de-48e7-98a0-a77b55afeec4
bringing,1056,1081,176,31,5,1144.0,1096.5,0.0214979195561719,0.0926315789473684,b19512ca-dcd8-44da-ae5f-c18e6de45b6e
the,1257,1082,61,24,5,1287.5,1094.0,0.0166435506241331,0.0321052631578947,791cb257-5cd8-4121-8912-01fd5b26dc39
mass,1342,1088,86,18,5,1385.0,1097.0,0.0124826629680998,0.0452631578947368,20e2ac47-4237-479d-afdc-160d03eab7f5
down,1453,1082,87,24,5,1496.5,1094.0,0.0166435506241331,0.0457894736842105,f49c6732-3ec5-4062-ae96-f56c4e197b36
to,1565,1085,39,21,5,1584.5,1095.5,0.0145631067961165,0.0205263157894736,25addf5c-2858-478d-8bf5-83236a3a1bee
roughly,1630,1082,151,30,5,1705.5,1097.0,0.0208044382801664,0.0794736842105263,a9328526-5fec-43cf-bc5a-c6a15303612b
that,1807,1082,83,24,5,1848.5,1094.0,0.0166435506241331,0.0436842105263157,1bd897cf-3dce-4b99-aff8-f3b8cfa38e81
of,2,1173,39,23,5,21.5,1184.5,0.0159500693481276,0.0205263157894736,6d8eec1e-87f2-4992-a697-5cd5dde94c08
Mars.,66,1175,102,21,5,117.0,1185.5,0.0145631067961165,0.0536842105263157,96494615-0620-4bca-aa02-e4968b7873ef
In,201,1175,41,21,5,221.5,1185.5,0.0145631067961165,0.021578947368421,5413960c-af25-4d17-9a0b-2cb03a08f2a3
"1976,",267,1175,99,25,5,316.5,1187.5,0.0173370319001386,0.0521052631578947,da6670aa-9a41-432e-8701-a224c6306d51
Dale,397,1172,85,24,5,439.5,1184.0,0.0166435506241331,0.0447368421052631,f8dab1c6-2081-45b9-9082-f4cb6508da60
"Cruikshank,",508,1171,232,29,5,624.0,1185.5,0.0201109570041608,0.1221052631578947,f5c1c0f7-86df-414d-92d2-2e0061a0d113
Carl,772,1172,83,24,5,813.5,1184.0,0.0166435506241331,0.0436842105263157,dff4c381-d7ce-4ae7-9f49-3573e2e3a03b
Pilcher,882,1171,149,25,5,956.5,1183.5,0.0173370319001386,0.0784210526315789,c5435c34-2dc8-44a2-a3cb-1c307aaa6c47
and,1058,1172,64,24,5,1090.0,1184.0,0.0166435506241331,0.0336842105263157,5515388f-3017-4909-a1bf-d77cad50c700
David,1145,1171,109,25,5,1199.5,1183.5,0.0173370319001386,0.0573684210526315,ded997b2-5fb0-40f9-9287-c28bc5918fe6
Morrison,1276,1171,176,25,5,1364.0,1183.5,0.0173370319001386,0.0926315789473684,238fb7ec-b305-4d88-94b6-fec15291f639
of,1476,1173,39,23,5,1495.5,1184.5,0.0159500693481276,0.0205263157894736,cf8b645d-a0de-4c21-a8e1-63817abf0260
the,1543,1172,61,24,5,1573.5,1184.0,0.0166435506241331,0.0321052631578947,a54c0ee6-e196-46bf-aa7c-1b7f4d863663
University,1628,1171,219,30,5,1737.5,1186.0,0.0208044382801664,0.1152631578947368,5d23cc13-e0e5-428d-8f25-9ee7ec74243d
of,2,1263,39,23,5,21.5,1274.5,0.0159500693481276,0.0205263157894736,23a3a72f-17b4-4ef9-9300-7aad73e37e49
Hawaii,67,1261,129,25,5,131.5,1273.5,0.0173370319001386,0.0678947368421052,3a97c7e2-5984-4ed2-8615-87f5f7f6822c
calculated,222,1262,218,24,5,331.0,1274.0,0.0166435506241331,0.1147368421052631,834daaff-a0e7-4cf9-8080-0fc1287d67e5
Pluto's,464,1262,150,24,5,539.0,1274.0,0.0166435506241331,0.0789473684210526,dd0446e2-64ee-4926-9ac7-7ee09dda5f48
reflectance,640,1262,238,24,5,759.0,1274.0,0.0166435506241331,0.1252631578947368,d2908b01-c192-44ef-b656-a0a78d711373
for,905,1263,60,23,5,935.0,1274.5,0.0159500693481276,0.031578947368421,e705b463-f2f2-4c11-9785-47b8839945b1
the,993,1262,61,24,5,1023.5,1274.0,0.0166435506241331,0.0321052631578947,9523c974-9267-4e59-a2d8-6634c617a87b
first,1081,1261,105,25,5,1133.5,1273.5,0.0173370319001386,0.0552631578947368,466bb67a-2424-481d-a997-b9c2e2952772
"time,",1213,1261,99,29,5,1262.5,1275.5,0.0201109570041608,0.0521052631578947,78b0e34a-6419-45d9-a2e6-565b83d4e7bf
finding,1345,1261,151,31,5,1420.5,1276.5,0.0214979195561719,0.0794736842105263,0ed99244-bd62-47e1-8222-c3291c399f1b
that,1521,1262,83,24,5,1562.5,1274.0,0.0166435506241331,0.0436842105263157,b87419db-a271-4838-ac13-f6d5953a14ff
it,1632,1261,38,25,5,1651.0,1273.5,0.0173370319001386,0.02,af30d629-a1d4-47b6-979f-e546e75d2607
matched,1694,1262,154,24,5,1771.0,1274.0,0.0166435506241331,0.0810526315789473,df8c9d86-02f2-4749-8ae5-4f83878c767d
methane,0,1352,152,24,5,76.0,1364.0,0.0166435506241331,0.08,8bf7e333-162a-45d5-933c-313fbd2a9240
ice's;,180,1351,121,29,5,240.5,1365.5,0.0201109570041608,0.0636842105263157,c0cbf776-2cbf-47b6-9582-48378c3df31b
this,333,1351,83,25,5,374.5,1363.5,0.0173370319001386,0.0436842105263157,213f419a-7ffa-41d7-918e-023b143836f9
meant,440,1355,108,21,5,494.0,1365.5,0.0145631067961165,0.0568421052631578,9ab5bbad-16b4-4a85-8e7c-a95e5148ced9
Pluto,574,1352,106,24,5,627.0,1364.0,0.0166435506241331,0.0557894736842105,153f20a1-87e4-400b-a426-7bb64d6ebec4
had,705,1352,65,24,5,737.5,1364.0,0.0166435506241331,0.0342105263157894,2e20fb84-299c-4062-b33d-ae11a424076c
to,795,1355,39,21,5,814.5,1365.5,0.0145631067961165,0.0205263157894736,088b7033-8ac1-4cb9-96de-ca8be31f7e45
be,858,1352,42,24,5,879.0,1364.0,0.0166435506241331,0.0221052631578947,a09ce0e9-bcaa-4623-a00c-0fe295e1a912
exceptionally,926,1351,283,31,5,1067.5,1366.5,0.0214979195561719,0.1489473684210526,8818455c-26c6-48c0-9777-5390990daaa9
luminous,1235,1351,171,25,5,1320.5,1363.5,0.0173370319001386,0.09,b1c02843-bb7d-44a4-b2ad-5dd179f5e652
for,1433,1353,60,23,5,1463.0,1364.5,0.0159500693481276,0.031578947368421,46930721-912f-46b4-920d-bdd0adfdbb9b
its,1522,1351,60,25,5,1552.0,1363.5,0.0173370319001386,0.031578947368421,d9a7436a-1483-421f-8029-436bd8297660
size,1609,1351,83,25,5,1650.5,1363.5,0.0173370319001386,0.0436842105263157,3bfe57f0-547f-410e-b673-27fa05e9af62
and,1718,1352,64,24,5,1750.0,1364.0,0.0166435506241331,0.0336842105263157,4262b26c-3e56-451b-9083-5e84acce9a55
therefore,3,1,193,24,6,99.5,13.0,0.0166435506241331,0.101578947368421,8eeefa6f-7918-4529-8944-7025ea3e8e85
could,222,1,108,24,6,276.0,13.0,0.0166435506241331,0.0568421052631578,f225b34c-1f81-4cc6-8882-3818bf6ed71d
not,353,4,63,21,6,384.5,14.5,0.0145631067961165,0.0331578947368421,99b567ca-cd2f-420f-bf8c-927e02997534
be,440,1,42,24,6,461.0,13.0,0.0166435506241331,0.0221052631578947,30506f66-ecda-4424-b319-489dc4303ab8
more,506,8,86,17,6,549.0,16.5,0.0117891816920943,0.0452631578947368,ef3c7535-c230-440b-9463-6c46dca54f7f
than,619,1,85,24,6,661.5,13.0,0.0166435506241331,0.0447368421052631,641ad063-f25e-406f-b91e-85266fac5148
1,729,4,16,21,6,737.0,14.5,0.0145631067961165,0.0084210526315789,46c6c2f6-b810-4ac4-99f7-0aeeecc80575
percent,770,4,152,27,6,846.0,17.5,0.0187239944521497,0.08,744d6698-a1cd-4128-a0d9-7e4a3c439224
the,949,1,61,24,6,979.5,13.0,0.0166435506241331,0.0321052631578947,b4205575-3f4d-413f-bb41-c62aff9d976c
mass,1034,7,86,18,6,1077.0,16.0,0.0124826629680998,0.0452631578947368,8d04b85b-0b93-498d-b905-256c882c762e
of,1146,2,39,23,6,1165.5,13.5,0.0159500693481276,0.0205263157894736,a565021e-4148-418d-a34d-8782656a628b
Earth.,1212,1,122,24,6,1273.0,13.0,0.0166435506241331,0.0642105263157894,7160e715-fb7c-414a-8927-ab32e70e06e1
(Pluto's,1374,1,164,27,6,1456.0,14.5,0.0187239944521497,0.0863157894736842,bf1616d0-8fc5-43b3-a2c8-0706bcf6b080
reflectance,1564,1,238,24,6,1683.0,13.0,0.0166435506241331,0.1252631578947368,a976b830-0298-4b81-a4c0-97c976122a0a
is,1830,0,38,25,6,1849.0,12.5,0.0173370319001386,0.02,3e776a53-84f7-4831-bc09-016b9c40c9e0
1.4-1.9,3,94,148,21,6,77.0,104.5,0.0145631067961165,0.0778947368421052,347f0bf3-9ac4-46ab-b381-ec2ac58ec334
times,179,90,105,25,6,231.5,102.5,0.0173370319001386,0.0552631578947368,0020ae4d-ebd4-4753-9649-d22a5c18a81d
greater,310,94,149,27,6,384.5,107.5,0.0187239944521497,0.0784210526315789,bfa74495-ba23-4bd7-a359-77fc92429262
than,487,91,85,24,6,529.5,103.0,0.0166435506241331,0.0447368421052631,16b28970-f368-473c-bb0f-06d392e6be5e
that,597,91,83,24,6,638.5,103.0,0.0166435506241331,0.0436842105263157,c94e5b86-b83c-4a55-92fd-8829fe69d497
of,706,92,39,23,6,725.5,103.5,0.0159500693481276,0.0205263157894736,ebe8511f-2967-4433-87be-cd24ac372663
Earth.),772,91,142,27,6,843.0,104.5,0.0187239944521497,0.0747368421052631,e18eed49-a003-4134-b771-62d42265473a
In,949,94,41,21,6,969.5,104.5,0.0145631067961165,0.021578947368421,7a0887a5-2c25-43f2-898f-f3481a934c9a
"1978,",1015,94,99,25,6,1064.5,106.5,0.0173370319001386,0.0521052631578947,44951fb1-3f0c-4215-8cf6-67c2f0d67af9
the,1147,91,61,24,6,1177.5,103.0,0.0166435506241331,0.0321052631578947,4e9fc8d1-095a-4c9c-a49f-68bb76ca353c
discovery,1233,90,196,30,6,1331.0,105.0,0.0208044382801664,0.1031578947368421,873ad63c-2b19-42c1-832b-297f45a0f4e0
of,1454,92,39,23,6,1473.5,103.5,0.0159500693481276,0.0205263157894736,5e28ef15-39ba-431c-a03d-60ed4e967c7d
Pluto's,1520,91,150,24,6,1595.0,103.0,0.0166435506241331,0.0789473684210526,f9ad5cdc-f9df-4e75-83b4-7c51c0c2dfc4
moon,1694,98,88,17,6,1738.0,106.5,0.0117891816920943,0.0463157894736842,04af6fff-c46d-4d02-92de-079f8f2194aa
Charon,2,181,130,24,6,67.0,193.0,0.0166435506241331,0.0684210526315789,503a9092-06f4-4048-be48-4737f28b28aa
allowed,156,181,152,24,6,232.0,193.0,0.0166435506241331,0.08,44292c95-8ca4-4a91-9931-890e99cb8c74
the,333,181,61,24,6,363.5,193.0,0.0166435506241331,0.0321052631578947,ca09730f-d9a7-42ab-a3d0-f23538c29090
measurement,418,184,240,21,6,538.0,194.5,0.0145631067961165,0.1263157894736842,69ba9278-f71c-4725-a117-0e657d8b9dc9
of,684,182,39,23,6,703.5,193.5,0.0159500693481276,0.0205263157894736,d48a2f62-adea-40ba-bd65-d8a79ece88a7
